,mean_value_5,max_value_5,mean_value_10,max_value_10,mean_value_15,max_value_15
fine_tuning_top_5_10_15_lr_1e-4,36.39880865642002,38.095236914498464,52.91666518620083,55.3571412222726,69.22618792397637,71.42856815883091
fine_tuning_top_5_10_15_lr_5e-4,38.77976047992706,41.666664940970286,53.51190307480948,54.761903285980225,60.08928357873644,62.499997411455425
fine_tuning_top_5_10_15,2.261904692649841,3.571428503308977,4.553571285520281,5.952380793435233,6.934523551804679,8.928571019853864
