,mean_value_5,max_value_5,mean_value_10,max_value_10,mean_value_15,max_value_15
ResNet50_IMAGENET_top_5_10_15_bs_16,14.88095222200666,29.16666603088379,24.999999727521622,50.0,35.71428462437221,62.499996185302734
ResNet50_RAW_top_5_10_15_bs_16,16.07142789023263,20.833332061767578,30.95238058907645,37.5,37.49999918256487,54.166664123535156
ResNet50_top_5_10_15_bs_16,53.57142693655832,62.499996185302734,74.999997820173,91.66666412353516,83.92856815883091,95.83332824707031
